Gene	s1_p16_neg_PBS	s2_p16_neg_PBS	s3_p16_neg_PBS	s4_p16_neg_PBS	s1_p16_pos_PBS	s2_p16_pos_PBS	s3_p16_pos_PBS	s4_p16_pos_PBS	s1_p16_neg_LPS	s2_p16_neg_LPS	s3_p16_neg_LPS	s4_p16_neg_LPS	s1_p16_pos_LPS	s2_p16_pos_LPS	s3_p16_pos_LPS	s4_p16_pos_LPS
Ndufa4l2	0	2	1	2	0	5	2	8	0	1	0	0	0	0	0	0
Ndufa5	2	6	5	49	2	6	15	50	11	31	19	33	26	40	12	155
Ndufa6	2	8	7	21	0	14	17	45	15	8	3	53	9	24	4	151
Ndufa7	1	18	30	90	3	32	60	140	29	55	54	146	51	118	35	509
Ndufa8	1	10	15	27	1	9	16	57	6	16	5	63	18	45	5	210
Ndufa9	1	1	2	11	1	3	6	19	1	8	2	18	7	13	3	91
Ndufab1	2	1	1	12	0	1	11	17	6	4	12	17	1	13	2	37
Ndufaf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ndufaf2	2	2	1	4	0	0	2	9	0	2	2	3	4	6	1	34
Ndufaf3	1	2	2	4	3	2	1	14	3	2	0	5	5	11	2	33
Ndufaf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf6	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	1
Ndufaf7	1	1	0	2	0	0	1	5	2	1	1	3	2	6	0	4
Ndufaf8	3	13	39	42	0	45	53	119	38	51	28	92	54	110	44	238
Ndufb10	6	33	59	186	4	48	80	173	36	106	173	180	154	219	73	644
Ndufb11	2	2	4	2	0	14	12	33	6	1	2	35	9	19	3	82
Ndufb2	1	5	4	3	0	8	6	13	4	6	2	27	5	11	0	47
Ndufb3	1	5	14	29	3	13	20	51	4	13	10	51	16	30	10	184
Ndufb4	2	1	2	10	1	11	7	27	6	3	1	25	7	12	4	83
Ndufb4c	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ndufb5	5	4	3	7	3	4	3	8	8	3	5	23	2	11	5	44
Ndufb6	1	3	2	6	1	4	3	11	1	5	1	31	6	7	3	47
Ndufb7	29	121	201	306	4	125	332	509	237	206	385	385	330	322	262	986
Ndufb8	1	9	11	33	0	11	21	65	9	18	14	58	26	37	10	238
Ndufb9	4	14	20	47	2	25	39	103	19	53	32	82	44	88	24	285
Ndufc1	3	4	5	5	0	3	8	19	4	5	5	24	2	9	2	58
Ndufc2	1	5	10	7	3	11	10	38	10	5	5	49	3	35	13	134
Ndufs1	1	1	3	5	3	0	3	16	1	3	0	15	2	4	1	63
Ndufs2	1	13	23	84	2	15	33	116	10	28	43	114	30	42	18	426
Ndufs3	1	3	4	12	0	4	5	14	3	8	2	20	6	20	6	90
Ndufs4	2	0	4	2	1	2	3	6	3	0	0	5	0	2	2	16
Ndufs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs5-ps	0	1	14	14	0	9	6	22	8	10	6	12	11	20	7	48
Ndufs6	2	13	23	61	2	21	35	96	22	38	20	96	29	70	18	274
Ndufs7	0	16	17	52	1	25	62	142	16	37	32	120	20	94	21	347
Ndufs8	0	1	7	23	0	8	12	24	0	6	14	16	2	18	5	55
Ndufv1	0	11	18	33	0	8	20	37	6	17	15	49	25	31	6	113
Ndufv2	4	12	7	38	6	5	20	55	6	29	20	52	25	34	10	170
Ndufv3	0	8	13	30	1	7	17	49	4	17	8	40	19	41	15	163
Neat1	15	25	48	46	17	20	78	113	34	13	48	136	27	32	45	230
Neb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nebl	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Necab1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Necab2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Necab3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
Necap1	0	1	3	1	1	0	2	10	2	0	3	5	1	0	1	20
Necap2	1	4	15	17	3	15	38	71	7	9	5	68	8	16	12	205
Nectin1	6	5	4	10	1	10	29	60	4	15	13	16	9	25	7	43
Nectin2	0	0	0	3	4	5	10	19	5	1	1	17	1	23	2	26
Nectin3	0	0	0	1	0	0	0	2	1	1	0	0	0	5	2	0
Nectin4	0	1	0	1	0	2	2	7	1	1	4	7	7	10	1	33
Nedd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nedd4	1	0	0	1	0	0	0	7	1	0	2	2	0	3	1	4
Nedd4l	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nedd8	4	25	59	147	3	47	89	218	39	77	99	150	88	133	47	528
Nedd9	0	3	2	7	1	1	8	6	1	2	7	16	1	2	2	37
Nefh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nefl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nefm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Neil1	0	0	0	1	0	2	2	4	2	0	1	8	0	1	1	14
Neil2	1	1	3	6	0	1	3	7	0	5	6	11	9	7	2	53
Neil3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Nek10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
Nek2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
Nek3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Nek4	0	1	0	5	0	0	0	1	0	3	0	6	2	1	1	14
Nek5	1	1	0	0	0	0	1	2	0	0	0	0	1	7	0	2
Nek6	0	1	1	3	2	2	0	4	4	0	1	9	4	2	1	26
Nek7	1	2	1	1	2	0	3	6	1	0	1	5	0	1	3	9
Nek8	0	0	0	1	0	1	0	3	1	1	0	0	0	1	0	9
Nek9	0	1	1	2	3	1	2	21	2	1	6	14	2	5	4	52
Nelfa	0	3	6	15	0	4	7	21	3	14	7	19	8	18	5	58
Nelfb	1	6	17	28	0	12	31	57	6	11	11	44	15	34	11	145
Nelfcd	2	3	12	41	2	18	33	55	20	13	27	52	21	28	21	137
Nelfe	0	1	6	5	3	1	7	22	6	2	6	18	7	10	4	90
Nell1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nell1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nell2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemf	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Nemp1	0	0	0	1	0	0	0	3	0	0	0	1	1	0	0	6
Nemp2	0	0	2	4	0	1	4	9	0	1	1	1	2	3	0	8
Nenf	2	14	33	57	6	46	56	96	33	56	103	76	88	132	26	249
Neo1	0	0	1	0	0	0	0	4	0	1	0	0	2	6	0	2
Nepn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nepro	0	0	0	2	0	0	1	1	0	1	0	0	1	0	1	7
Nes	2	7	0	3	2	26	15	47	1	2	1	4	3	15	4	4
Net1	0	6	23	56	1	8	29	59	4	22	24	77	16	29	30	262
Neto1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neto2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu1	1	0	1	1	0	0	0	0	2	1	0	0	2	0	0	3
Neu2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Neu4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl1a	1	1	0	0	1	10	4	1	2	2	0	1	3	41	0	6
Neurl1b	0	2	9	12	0	4	7	23	3	8	7	11	4	7	5	25
Neurl2	0	5	1	5	2	5	4	18	4	3	4	9	9	27	3	23
Neurl3	3	0	2	6	1	4	9	40	1	11	1	6	6	10	3	56
Neurl4	11	20	28	70	2	41	53	97	29	60	100	52	98	96	53	135
Neurod1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurod6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurog1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurog2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurog3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nexmif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nexn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nf1	2	0	1	1	0	0	0	2	0	0	0	1	0	0	1	3
Nf2	0	3	8	16	0	8	12	36	2	5	3	18	8	12	5	71
Nfam1	25	73	99	82	1	49	162	202	170	48	92	230	173	53	105	417
Nfasc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfat5	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1
Nfatc1	0	2	4	9	1	0	2	16	2	4	8	3	3	5	1	41
Nfatc2	0	0	0	0	0	0	1	6	1	1	2	2	0	7	1	8
Nfatc2ip	0	1	0	0	0	1	1	3	0	0	0	0	0	0	1	2
Nfatc3	0	1	2	2	0	1	2	16	0	1	1	8	1	1	4	38
Nfatc4	0	1	0	0	0	4	13	14	0	0	0	2	3	5	6	2
Nfe2	0	1	0	3	0	1	2	8	1	0	0	5	3	5	1	9
Nfe2l1	5	33	32	45	3	53	93	143	43	31	47	157	56	101	53	368
Nfe2l2	0	3	7	8	7	4	8	25	3	2	3	15	13	15	2	52
Nfe2l3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Nfia	0	0	2	0	2	0	0	3	1	0	0	0	0	0	2	0
Nfib	1	0	1	0	0	0	2	8	1	0	0	0	0	4	1	0
Nfic	2	1	7	4	0	2	5	23	5	1	2	21	1	6	1	31
Nfil3	0	0	0	4	0	3	0	6	0	3	5	12	1	3	0	31
Nfix	3	8	31	60	4	21	42	64	22	36	23	59	31	85	17	159
Nfkb1	0	0	2	0	2	1	4	8	4	0	4	13	4	5	0	45
Nfkb2	3	9	14	13	1	11	27	73	6	11	10	34	11	25	12	106
Nfkbia	1	35	37	77	9	69	121	297	44	57	69	402	100	158	71	549
Nfkbib	0	3	3	6	0	1	3	20	6	14	6	16	2	8	3	46
Nfkbid	0	1	2	3	1	2	4	11	1	1	0	13	2	5	2	25
Nfkbie	1	0	0	3	0	2	0	4	1	1	1	3	2	3	2	10
Nfkbil1	1	10	16	14	0	9	36	52	26	9	22	56	44	22	24	85
Nfkbiz	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	8
Nfrkb	0	3	5	6	0	4	0	15	1	3	3	10	3	11	1	41
Nfs1	0	0	2	2	0	0	0	8	3	1	1	4	2	3	2	32
Nfu1	0	5	9	13	1	3	4	36	3	8	0	39	3	12	7	109
Nfx1	0	0	1	6	0	0	5	6	1	2	1	5	0	9	1	22
Nfxl1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1
Nfya	0	1	3	5	0	2	11	17	1	2	2	13	3	10	7	62
Nfyb	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2
Nfyc	2	0	0	4	0	1	0	5	3	0	0	5	2	3	2	25
Ngb	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	3
Ngdn	1	8	9	17	4	8	18	61	5	14	5	30	15	16	8	116
Ngef	0	0	0	0	0	2	2	1	1	0	0	0	0	11	2	1
Ngf	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ngfr	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0
Ngly1	1	2	0	0	0	0	0	1	0	0	1	2	0	0	0	3
Ngp	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	3
Ngrn	0	0	2	6	0	4	3	26	1	3	2	11	4	16	3	47
Nhej1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	6
Nhlh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlh2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Nhlrc2	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	2
Nhlrc3	0	0	0	1	0	0	0	2	0	0	1	4	1	0	0	12
Nhlrc4	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0
Nhp2	5	9	26	51	4	16	46	80	17	29	26	53	36	44	16	194
Nhs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhsl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhsl2	0	0	0	0	0	0	3	8	0	0	0	1	0	2	1	0
Nicn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Nid1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Nid2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nif3l1	1	0	1	2	0	0	0	5	0	0	2	3	1	0	1	7
Nifk	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	3
Nim1k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nin	1	1	0	1	1	1	2	11	3	0	4	6	1	6	2	45
Ninj1	1	2	5	13	1	6	7	18	2	9	9	21	6	21	9	112
Ninj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ninl	0	0	0	1	0	1	1	1	1	3	1	3	1	3	0	5
Nip7	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	3
Nipa1	0	0	2	1	0	0	0	2	0	0	0	2	0	0	0	6
Nipa2	0	1	1	1	1	0	1	0	1	0	0	5	1	0	0	1
Nipal1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Nipal2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipal3	0	1	1	1	0	2	3	7	0	3	0	4	0	7	1	16
Nipal4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipbl	0	0	1	2	0	0	0	3	2	0	0	0	1	1	0	4
Nipsnap1	0	0	1	0	0	0	0	1	1	0	0	0	2	2	0	0
Nipsnap2	2	1	2	12	1	2	7	19	2	2	1	9	4	9	6	51
Nipsnap3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap3b	0	1	2	0	0	2	0	1	2	0	0	2	1	3	1	10
Nisch	4	21	32	71	5	39	60	191	34	55	66	118	68	134	32	391
Nit1	0	0	4	3	0	3	5	11	1	0	1	13	0	4	3	30
Nit2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5
Nkain1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nkain2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkain3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkain4	0	1	1	1	2	1	4	3	0	6	0	0	1	9	0	5
Nkap	0	0	0	0	1	0	2	1	0	0	1	0	1	0	1	1
Nkapd1	1	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0
Nkapl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Nkd1	0	0	0	0	0	0	3	9	3	2	0	0	0	4	0	0
Nkd2	1	0	1	0	2	1	0	1	0	1	0	0	0	4	0	0
Nkg7	0	1	2	5	0	3	3	25	0	0	0	2	2	2	3	20
Nkiras1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkiras2	0	5	9	31	0	7	18	40	11	16	21	27	20	17	13	106
Nkpd1	0	0	5	0	0	1	1	1	0	2	0	1	0	0	0	2
Nkrf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nktr	1	0	5	11	2	1	10	16	2	1	2	21	4	6	2	76
Nkx1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-1	1	1	0	4	2	0	2	23	0	0	0	3	0	19	1	10
Nkx2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Nkx2-9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nkx3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
Nkx6-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nle1	0	2	4	7	1	4	5	10	2	2	3	6	3	6	1	17
Nlgn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlgn2	1	3	0	2	2	11	7	19	0	2	0	1	1	5	3	8
Nlgn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlk	0	0	0	1	0	0	0	2	1	0	2	3	1	0	0	2
Nln	1	0	0	2	0	0	0	0	1	0	1	0	0	2	0	4
Nlrc3	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	4
Nlrc4	0	1	2	2	0	0	1	1	0	0	1	0	0	0	0	6
Nlrc5	1	0	1	2	0	1	3	16	1	0	1	9	0	5	0	41
Nlrp10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Nlrp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp1b	1	1	1	4	1	1	1	6	0	1	2	8	6	4	0	14
Nlrp1c-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp3	0	0	2	8	0	2	10	12	3	5	2	18	1	2	3	51
Nlrp4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp5-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrx1	0	5	11	31	0	0	10	34	3	10	20	29	7	12	4	119
Nmb	0	0	0	1	1	1	1	1	0	0	0	0	0	2	1	4
Nmbr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmd3	0	0	0	0	1	0	0	0	2	0	1	0	1	1	0	1
Nme1	2	14	32	88	2	19	58	113	27	50	20	182	82	70	29	527
Nme2	0	4	8	9	2	8	15	19	3	4	1	38	7	20	4	116
Nme3	0	1	2	10	0	4	6	19	8	7	5	22	4	21	5	71
Nme4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme5	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	4
Nme6	0	0	1	2	1	1	1	6	3	0	0	2	1	1	0	10
Nme7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Nme8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmi	0	0	0	0	0	1	0	2	0	0	0	2	0	2	0	20
Nmnat1	0	0	0	1	2	0	0	1	0	0	0	4	1	3	0	8
Nmnat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmnat3	0	0	1	2	0	0	0	0	1	0	0	3	0	0	0	10
Nmral1	0	0	0	0	0	1	1	3	1	0	1	1	0	1	0	3
Nmrk1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Nmrk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmt1	0	7	14	11	0	9	19	33	6	15	7	31	19	25	6	72
Nmt2	1	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0
Nmu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmur1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nmur2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nnat	0	0	1	0	0	0	3	6	0	0	0	0	0	0	0	1
Nnmt	0	1	2	0	0	0	1	2	1	10	0	37	3	3	1	103
Nnt	0	2	0	1	0	0	1	0	0	0	1	4	0	1	0	2
Noa1	0	0	0	3	0	1	0	1	0	2	1	5	0	2	0	5
Nob1	0	0	0	9	0	1	2	5	0	0	0	2	0	2	0	12
Nobox	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Noc2l	2	8	18	45	0	8	21	46	10	24	30	28	15	25	11	91
Noc3l	0	0	1	0	0	0	0	5	0	0	0	3	1	2	2	6
Noc4l	1	1	2	4	0	0	3	5	0	1	1	9	2	1	4	26
Noct	0	0	2	2	0	1	2	2	2	1	1	2	0	0	1	2
Nod1	1	4	11	7	0	2	6	27	4	4	0	15	10	11	0	63
Nod2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Nodal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol10	0	0	0	5	0	0	13	5	2	3	2	8	1	3	4	34
Nol11	0	0	0	2	0	0	0	1	1	0	1	2	1	0	0	3
Nol12	0	0	2	0	1	1	1	2	0	0	2	2	2	2	0	4
Nol3	0	1	0	0	0	1	1	0	1	0	0	0	2	0	0	0
Nol4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol4l	0	0	0	0	0	1	0	4	0	1	1	3	1	0	0	16
Nol6	0	1	0	2	0	3	2	13	1	1	1	12	0	2	2	31
Nol7	0	1	2	0	1	2	0	3	1	0	2	3	3	2	0	4
Nol8	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0
Nol9	0	3	1	3	0	1	1	5	0	2	0	2	0	3	1	12
Nolc1	0	5	5	8	0	6	22	35	3	8	14	14	17	25	7	54
Nom1	0	1	4	7	0	3	3	7	3	5	5	4	6	2	4	27
Nomo1	0	8	6	13	1	6	10	23	7	5	11	17	17	16	4	67
Nono	0	0	2	1	1	1	1	12	1	0	1	2	1	3	2	16
Nop10	2	1	0	2	3	0	2	1	2	1	1	1	1	0	0	2
Nop14	0	0	0	10	0	2	1	12	1	1	1	9	2	6	1	21
Nop16	0	1	3	11	0	0	6	10	0	2	1	11	2	4	3	57
Nop2	0	0	2	0	0	0	1	13	1	2	0	10	3	3	1	25
Nop53	4	10	23	108	3	27	47	140	14	62	49	64	60	89	27	262
Nop56	1	3	2	30	0	2	3	18	2	11	3	6	6	7	0	43
Nop58	0	6	1	17	0	7	15	12	3	4	2	10	19	9	3	16
Nop9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nos1ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos2	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	8
Nos3	0	0	0	2	0	0	1	8	0	0	0	1	0	6	1	1
Nosip	1	1	2	9	2	1	5	45	2	2	5	23	3	13	1	61
Nostrin	0	1	0	0	0	0	1	1	1	0	0	2	0	1	0	4
Notch1	2	5	15	34	2	21	25	89	16	9	6	39	26	55	19	111
Notch2	1	1	0	0	0	0	4	4	1	0	2	5	1	0	1	20
Notch3	0	0	1	0	1	5	2	5	1	0	0	0	1	12	0	3
Notch4	1	0	0	2	0	6	4	22	0	1	0	3	0	4	0	1
Noto	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notum	0	1	0	0	0	0	2	4	0	0	0	1	1	0	0	0
Nova1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nova2	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0
Nox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nox3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nox4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Noxa1	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	1
Noxo1	0	0	0	3	0	2	0	1	0	3	2	5	3	11	0	12
Noxred1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	3
Npas3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas4	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2
Npat	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Npb	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2
Npbwr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc1	1	4	12	75	2	6	6	27	7	38	46	33	29	18	5	103
Npc1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npc2	0	1	2	4	0	1	3	13	0	4	3	19	7	10	2	60
Npcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npdc1	1	4	1	3	0	8	10	25	1	0	1	7	3	26	2	15
Npepl1	2	7	25	48	2	11	32	90	11	33	38	57	31	66	26	216
Npepps	0	3	13	25	0	4	17	63	12	17	10	62	5	31	10	211
Npff	0	1	0	4	0	1	4	9	2	5	5	4	2	2	2	21
Npffr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Npffr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphp1	1	0	0	0	1	0	0	0	1	0	1	2	0	12	0	8
Nphp3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2
Nphp4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Nphs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphs1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nphs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npl	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Nploc4	3	13	16	32	0	12	27	56	13	23	30	50	35	28	20	157
Npm1	1	5	0	1	2	5	3	1	5	3	5	15	3	2	4	11
Npm2	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	2
Npm3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6
Npm3-ps1	0	0	1	1	0	0	1	2	0	0	0	1	0	0	0	1
Npnt	0	1	0	4	0	14	6	38	4	1	1	2	0	9	4	1
